Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit,Category,Sub-Category,Product Name
6100,CA-2023-100111,20/09/2023,26/09/2023,Standard Class,SV-20365,Consumer,10035,FUR-CH-10004086,2888.127,11,0.1,609.7157,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
312,CA-2022-142902,12/9/22,14/09/2022,Second Class,BP-11185,Corporate,80004,FUR-FU-10001756,15.232,1,0.2,1.7136,Furniture,Furnishings,Eldon Expressions Desk Accessory
528,CA-2023-113558,21/10/2023,26/10/2023,Standard Class,PH-18790,Home Office,33801,FUR-FU-10001756,45.696,3,0.2,5.1408,Furniture,Furnishings,Eldon Expressions Desk Accessory
604,CA-2020-149958,15/03/2020,19/03/2020,Standard Class,AS-10240,Consumer,33614,FUR-FU-10001756,45.696,3,0.2,5.1408,Furniture,Furnishings,Eldon Expressions Desk Accessory
3140,CA-2023-164168,12/11/23,18/11/2023,Standard Class,LS-16975,Home Office,75081,FUR-FU-10001756,22.848,3,0.6,-17.7072,Furniture,Furnishings,Eldon Expressions Desk Accessory
6370,CA-2022-103919,3/10/22,7/10/22,Standard Class,TP-21565,Corporate,75051,FUR-FU-10001756,38.08,5,0.6,-29.512,Furniture,Furnishings,Eldon Expressions Desk Accessory
9895,US-2022-115441,25/07/2022,28/07/2022,Second Class,SH-19975,Corporate,53209,FUR-FU-10001756,95.2,5,0.0,27.608,Furniture,Furnishings,Eldon Expressions Desk Accessory
313,CA-2022-142902,12/9/22,14/09/2022,Second Class,BP-11185,Corporate,80004,OFF-LA-10000634,6.264,3,0.2,2.0358,Office Supplies,Labels,Avery 509
565,CA-2021-130736,7/12/21,9/12/21,First Class,JF-15490,Consumer,98105,OFF-LA-10000634,2.61,1,0.0,1.2006,Office Supplies,Labels,Avery 509
5499,CA-2023-164378,15/07/2023,18/07/2023,Second Class,MM-18055,Consumer,10024,OFF-LA-10000634,7.83,3,0.0,3.6018,Office Supplies,Labels,Avery 509
6603,CA-2020-154095,2/12/20,7/12/20,Standard Class,ON-18715,Corporate,20735,OFF-LA-10000634,15.66,6,0.0,7.2036,Office Supplies,Labels,Avery 509
314,CA-2020-120887,27/09/2020,3/10/20,Standard Class,TS-21205,Corporate,7601,FUR-FU-10001588,87.54,3,0.0,37.6422,Furniture,Furnishings,Deflect-o SuperTray Unbreakable Stackable Tray
1369,CA-2023-133249,8/7/23,11/7/23,First Class,SZ-20035,Home Office,90660,FUR-FU-10001588,145.9,5,0.0,62.737,Furniture,Furnishings,Deflect-o SuperTray Unbreakable Stackable Tray
2788,US-2020-117744,2/12/20,6/12/20,Standard Class,MD-17860,Corporate,78415,FUR-FU-10001588,58.36,5,0.6,-24.803,Furniture,Furnishings,Deflect-o SuperTray Unbreakable Stackable Tray
5509,CA-2021-168529,8/10/21,12/10/21,Standard Class,MB-17305,Consumer,94122,FUR-FU-10001588,145.9,5,0.0,62.737,Furniture,Furnishings,Deflect-o SuperTray Unbreakable Stackable Tray
315,CA-2020-167850,9/8/20,16/08/2020,Standard Class,AG-10525,Corporate,33710,TEC-PH-10002398,178.384,2,0.2,22.298,Technology,Phones,AT&T 1070 Corded Phone
597,CA-2020-131450,8/8/20,15/08/2020,Standard Class,LR-16915,Consumer,92024,TEC-PH-10002398,445.96,5,0.2,55.745,Technology,Phones,AT&T 1070 Corded Phone
5405,US-2022-143280,22/02/2022,26/02/2022,Standard Class,TZ-21580,Consumer,90045,TEC-PH-10002398,445.96,5,0.2,55.745,Technology,Phones,AT&T 1070 Corded Phone
316,CA-2020-167850,9/8/20,16/08/2020,Standard Class,AG-10525,Corporate,33710,OFF-PA-10001937,15.552,3,0.2,5.4432,Office Supplies,Paper,Xerox 21
1194,US-2021-130519,15/09/2021,15/09/2021,Same Day,NG-18355,Corporate,33065,OFF-PA-10001937,15.552,3,0.2,5.4432,Office Supplies,Paper,Xerox 21
3901,CA-2021-121097,3/1/21,8/1/21,Standard Class,SF-20965,Corporate,77520,OFF-PA-10001937,10.368,2,0.2,3.6288,Office Supplies,Paper,Xerox 21
4358,CA-2023-162565,11/12/23,11/12/23,Same Day,RR-19315,Consumer,60505,OFF-PA-10001937,10.368,2,0.2,3.6288,Office Supplies,Paper,Xerox 21
6496,CA-2023-111262,28/10/2023,1/11/23,Second Class,KH-16510,Consumer,77095,OFF-PA-10001937,15.552,3,0.2,5.4432,Office Supplies,Paper,Xerox 21
6732,CA-2021-156734,18/06/2021,20/06/2021,First Class,BV-11245,Corporate,37167,OFF-PA-10001937,20.736,4,0.2,7.2576,Office Supplies,Paper,Xerox 21
9434,CA-2021-119627,17/08/2021,23/08/2021,Standard Class,SC-20725,Consumer,85345,OFF-PA-10001937,36.288,7,0.2,12.7008,Office Supplies,Paper,Xerox 21
317,CA-2020-164259,28/12/2020,30/12/2020,First Class,SP-20860,Corporate,19143,OFF-AR-10003373,99.136,4,0.2,8.6744,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener
695,CA-2021-119291,14/05/2021,17/05/2021,First Class,JO-15550,Home Office,19013,OFF-AR-10003373,198.272,8,0.2,17.3488,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener
853,CA-2022-113747,28/05/2022,4/6/22,Standard Class,VD-21670,Consumer,39212,OFF-AR-10003373,185.88,6,0.0,50.1876,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener
1600,CA-2023-158876,19/11/2023,21/11/2023,Second Class,AB-10150,Consumer,75007,OFF-AR-10003373,99.136,4,0.2,8.6744,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener
4637,CA-2023-168228,27/04/2023,29/04/2023,First Class,AP-10915,Consumer,90045,OFF-AR-10003373,123.92,4,0.0,33.4584,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener
7032,CA-2022-145548,11/11/22,16/11/2022,Standard Class,EB-13750,Corporate,10011,OFF-AR-10003373,92.94,3,0.0,25.0938,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener
9299,US-2021-163433,18/04/2021,22/04/2021,Second Class,MP-17965,Corporate,78501,OFF-AR-10003373,74.352,3,0.2,6.5058,Office Supplies,Art,Boston School Pro Electric Pencil Sharpener
318,CA-2020-164973,4/11/20,9/11/20,Standard Class,NM-18445,Home Office,10024,FUR-CH-10002602,135.882,1,0.1,24.1568,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
499,CA-2022-126158,25/07/2022,31/07/2022,Standard Class,SC-20095,Consumer,92627,FUR-CH-10002602,241.568,2,0.2,18.1176,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
1848,CA-2023-128370,10/9/23,10/9/23,Same Day,FH-14275,Corporate,90004,FUR-CH-10002602,362.352,3,0.2,27.1764,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
3130,CA-2020-136399,16/12/2020,17/12/2020,First Class,CC-12100,Home Office,90049,FUR-CH-10002602,241.568,2,0.2,18.1176,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
3245,CA-2023-113355,1/12/23,5/12/23,Standard Class,SJ-20215,Consumer,75051,FUR-CH-10002602,317.058,3,0.3,-18.1176,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
3313,US-2020-133130,27/09/2020,1/10/20,Standard Class,TH-21100,Consumer,92037,FUR-CH-10002602,603.92,5,0.2,45.294,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
3315,CA-2023-169978,24/12/2023,28/12/2023,Standard Class,HG-15025,Consumer,11572,FUR-CH-10002602,271.764,2,0.1,48.3136,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
3716,CA-2020-135608,8/12/20,10/12/20,Second Class,JK-15625,Consumer,98502,FUR-CH-10002602,603.92,5,0.2,45.294,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
6570,CA-2020-100678,18/04/2020,22/04/2020,Standard Class,KM-16720,Consumer,77095,FUR-CH-10002602,317.058,3,0.3,-18.1176,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
6766,CA-2023-100615,20/04/2023,24/04/2023,Standard Class,SJ-20215,Consumer,60653,FUR-CH-10002602,317.058,3,0.3,-18.1176,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
7633,US-2023-158526,29/12/2023,1/1/24,Second Class,KH-16360,Consumer,40214,FUR-CH-10002602,1207.84,8,0.0,314.0384,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
319,CA-2020-164973,4/11/20,9/11/20,Standard Class,NM-18445,Home Office,10024,TEC-MA-10002927,3991.98,2,0.0,1995.99,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier
321,CA-2020-164973,4/11/20,9/11/20,Standard Class,NM-18445,Home Office,10024,TEC-AC-10000892,360.0,4,0.0,129.6,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
3050,CA-2023-121419,2/4/23,4/4/23,First Class,TC-21475,Home Office,31907,TEC-AC-10000892,360.0,4,0.0,129.6,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
3222,US-2021-137008,2/10/21,8/10/21,Standard Class,JP-15460,Corporate,8701,TEC-AC-10000892,90.0,1,0.0,32.4,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
5436,CA-2021-160171,19/10/2021,24/10/2021,Standard Class,RM-19675,Home Office,90008,TEC-AC-10000892,270.0,3,0.0,97.2,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
8694,CA-2022-118311,24/10/2022,28/10/2022,Standard Class,ED-13885,Home Office,94110,TEC-AC-10000892,450.0,5,0.0,162.0,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
8769,CA-2021-151722,5/10/21,9/10/21,Standard Class,IL-15100,Consumer,43229,TEC-AC-10000892,288.0,4,0.2,57.6,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
8967,CA-2022-134180,3/11/22,7/11/22,Standard Class,JP-16135,Home Office,19120,TEC-AC-10000892,72.0,1,0.2,14.4,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
323,CA-2020-156601,19/09/2020,24/09/2020,Standard Class,FA-14230,Corporate,90805,OFF-FA-10000624,7.16,2,0.0,3.58,Office Supplies,Fasteners,OIC Binder Clips
860,CA-2023-161984,10/4/23,15/04/2023,Standard Class,SJ-20125,Home Office,8901,OFF-FA-10000624,7.16,2,0.0,3.58,Office Supplies,Fasteners,OIC Binder Clips
2156,CA-2022-111115,25/07/2022,27/07/2022,Second Class,LB-16735,Consumer,90032,OFF-FA-10000624,21.48,6,0.0,10.74,Office Supplies,Fasteners,OIC Binder Clips
4138,CA-2023-110926,19/11/2023,23/11/2023,Standard Class,DD-13570,Consumer,22304,OFF-FA-10000624,25.06,7,0.0,12.53,Office Supplies,Fasteners,OIC Binder Clips
6817,CA-2020-144414,17/06/2020,21/06/2020,Standard Class,GH-14425,Consumer,98105,OFF-FA-10000624,17.9,5,0.0,8.95,Office Supplies,Fasteners,OIC Binder Clips
8643,CA-2021-108259,8/11/21,15/11/2021,Standard Class,NS-18640,Corporate,28540,OFF-FA-10000624,31.504,11,0.2,11.814,Office Supplies,Fasteners,OIC Binder Clips
8688,CA-2022-144015,26/06/2022,26/06/2022,Same Day,AH-10075,Corporate,90036,OFF-FA-10000624,17.9,5,0.0,8.95,Office Supplies,Fasteners,OIC Binder Clips
325,CA-2022-162138,23/04/2022,27/04/2022,Standard Class,GK-14620,Corporate,92345,TEC-AC-10001908,99.99,1,0.0,34.9965,Technology,Accessories,Logitech Wireless Headset h800
1926,CA-2023-102834,9/3/23,13/03/2023,Standard Class,LW-16990,Corporate,94110,TEC-AC-10001908,199.98,2,0.0,69.993,Technology,Accessories,Logitech Wireless Headset h800
5620,US-2022-124163,25/09/2022,30/09/2022,Standard Class,SC-20695,Corporate,54601,TEC-AC-10001908,499.95,5,0.0,174.9825,Technology,Accessories,Logitech Wireless Headset h800
7048,CA-2020-150581,8/4/20,12/4/20,Standard Class,NM-18445,Home Office,94521,TEC-AC-10001908,399.96,4,0.0,139.986,Technology,Accessories,Logitech Wireless Headset h800
7095,US-2021-153374,9/2/21,13/02/2021,Second Class,JF-15565,Consumer,62521,TEC-AC-10001908,479.952,6,0.2,89.991,Technology,Accessories,Logitech Wireless Headset h800
8936,CA-2023-130036,27/08/2023,27/08/2023,Same Day,BP-11185,Corporate,19120,TEC-AC-10001908,1119.888,14,0.2,209.979,Technology,Accessories,Logitech Wireless Headset h800
326,CA-2023-153339,3/11/23,5/11/23,Second Class,DJ-13510,Corporate,37130,FUR-FU-10001967,15.992,1,0.2,0.9995,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
1090,CA-2023-158407,4/6/23,10/6/23,Standard Class,LW-16990,Corporate,28110,FUR-FU-10001967,31.984,2,0.2,1.999,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
1409,CA-2022-130407,2/9/22,6/9/22,Standard Class,KD-16270,Consumer,10024,FUR-FU-10001967,39.98,2,0.0,9.995,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
1601,CA-2023-158876,19/11/2023,21/11/2023,Second Class,AB-10150,Consumer,75007,FUR-FU-10001967,15.992,2,0.6,-13.993,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
4703,CA-2023-140298,11/5/23,17/05/2023,Standard Class,JK-16120,Home Office,78745,FUR-FU-10001967,7.996,1,0.6,-6.9965,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
5430,CA-2020-136861,5/9/20,7/9/20,First Class,PR-18880,Consumer,33710,FUR-FU-10001967,31.984,2,0.2,1.999,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
327,US-2022-141544,30/08/2022,1/9/22,First Class,PO-18850,Consumer,19143,TEC-PH-10003645,290.898,3,0.4,-67.8762,Technology,Phones,Aastra 57i VoIP phone
1390,US-2022-108504,5/2/22,5/2/22,Same Day,PP-18955,Home Office,30080,TEC-PH-10003645,484.83,3,0.0,126.0558,Technology,Phones,Aastra 57i VoIP phone
1999,CA-2020-131905,6/2/20,9/2/20,First Class,ND-18460,Corporate,23320,TEC-PH-10003645,161.61,1,0.0,42.0186,Technology,Phones,Aastra 57i VoIP phone
2190,CA-2023-143063,10/8/23,15/08/2023,Standard Class,IL-15100,Consumer,47201,TEC-PH-10003645,1454.49,9,0.0,378.1674,Technology,Phones,Aastra 57i VoIP phone
5180,US-2021-120502,13/04/2021,19/04/2021,Standard Class,BT-11395,Corporate,90036,TEC-PH-10003645,258.576,2,0.2,19.3932,Technology,Phones,Aastra 57i VoIP phone
8105,CA-2021-149846,22/05/2021,26/05/2021,Standard Class,SB-20185,Consumer,90045,TEC-PH-10003645,775.728,6,0.2,58.1796,Technology,Phones,Aastra 57i VoIP phone
9992,CA-2023-121258,26/02/2023,3/3/23,Standard Class,DB-13060,Consumer,92627,TEC-PH-10003645,258.576,2,0.2,19.3932,Technology,Phones,Aastra 57i VoIP phone
328,US-2022-141544,30/08/2022,1/9/22,First Class,PO-18850,Consumer,19143,OFF-ST-10000675,54.224,2,0.2,3.389,Office Supplies,Storage,File Shuttle II and Handi-File
2944,CA-2023-126242,19/11/2023,24/11/2023,Standard Class,MC-18100,Consumer,90049,OFF-ST-10000675,305.01,9,0.0,76.2525,Office Supplies,Storage,File Shuttle II and Handi-File
4448,US-2020-147704,16/11/2020,21/11/2020,Standard Class,SR-20740,Home Office,47401,OFF-ST-10000675,169.45,5,0.0,42.3625,Office Supplies,Storage,File Shuttle II and Handi-File
5151,CA-2023-125101,6/3/23,10/3/23,Second Class,SH-19975,Corporate,94109,OFF-ST-10000675,67.78,2,0.0,16.945,Office Supplies,Storage,File Shuttle II and Handi-File
7290,CA-2022-153661,30/01/2022,31/01/2022,First Class,SC-20725,Consumer,94122,OFF-ST-10000675,305.01,9,0.0,76.2525,Office Supplies,Storage,File Shuttle II and Handi-File
8233,CA-2020-158225,22/09/2020,28/09/2020,Standard Class,SE-20110,Consumer,95123,OFF-ST-10000675,169.45,5,0.0,42.3625,Office Supplies,Storage,File Shuttle II and Handi-File
8529,CA-2023-161172,16/03/2023,16/03/2023,Same Day,SP-20920,Consumer,43229,OFF-ST-10000675,54.224,2,0.2,3.389,Office Supplies,Storage,File Shuttle II and Handi-File
329,US-2022-141544,30/08/2022,1/9/22,First Class,PO-18850,Consumer,19143,FUR-CH-10003312,786.744,4,0.3,-258.5016,Furniture,Chairs,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
1368,US-2023-155425,10/11/23,11/11/23,First Class,AB-10600,Corporate,85705,FUR-CH-10003312,899.136,4,0.2,-146.1096,Furniture,Chairs,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
2540,CA-2021-113404,16/07/2021,16/07/2021,Same Day,EM-13810,Corporate,94122,FUR-CH-10003312,1348.704,6,0.2,-219.1644,Furniture,Chairs,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
3119,CA-2021-121720,11/6/21,12/6/21,First Class,JE-15610,Corporate,33801,FUR-CH-10003312,1123.92,5,0.2,-182.637,Furniture,Chairs,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
3839,CA-2020-126760,26/07/2020,2/8/20,Standard Class,KM-16720,Consumer,89031,FUR-CH-10003312,674.352,3,0.2,-109.5822,Furniture,Chairs,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
8170,CA-2023-107174,6/11/23,13/11/2023,Standard Class,AB-10060,Home Office,98105,FUR-CH-10003312,449.568,2,0.2,-73.0548,Furniture,Chairs,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
330,US-2022-141544,30/08/2022,1/9/22,First Class,PO-18850,Consumer,19143,OFF-LA-10001074,100.24,10,0.2,33.831,Office Supplies,Labels,Round Specialty Laser Printer Labels
974,CA-2020-115791,16/01/2020,18/01/2020,Second Class,DL-13315,Consumer,19134,OFF-LA-10001074,30.072,3,0.2,10.1493,Office Supplies,Labels,Round Specialty Laser Printer Labels
1843,CA-2021-135391,9/2/21,11/2/21,Second Class,FA-14230,Corporate,78207,OFF-LA-10001074,40.096,4,0.2,13.5324,Office Supplies,Labels,Round Specialty Laser Printer Labels
6277,US-2022-139087,17/07/2022,22/07/2022,Second Class,DK-13375,Consumer,98105,OFF-LA-10001074,87.71,7,0.0,41.2237,Office Supplies,Labels,Round Specialty Laser Printer Labels
6473,CA-2020-151897,6/6/20,10/6/20,Standard Class,VT-21700,Home Office,77070,OFF-LA-10001074,100.24,10,0.2,33.831,Office Supplies,Labels,Round Specialty Laser Printer Labels
9743,CA-2023-131303,28/11/2023,2/12/23,Standard Class,EP-13915,Consumer,92037,OFF-LA-10001074,62.65,5,0.0,29.4455,Office Supplies,Labels,Round Specialty Laser Printer Labels
331,US-2022-141544,30/08/2022,1/9/22,First Class,PO-18850,Consumer,19143,OFF-BI-10001524,37.764,6,0.7,-27.6936,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
1070,US-2021-150161,25/07/2021,29/07/2021,Standard Class,RB-19795,Home Office,19143,OFF-BI-10001524,25.176,4,0.7,-18.4624,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
2463,CA-2023-148691,3/12/23,9/12/23,Standard Class,CS-12460,Consumer,10009,OFF-BI-10001524,83.92,5,0.2,29.372,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
3853,CA-2023-130526,26/11/2023,29/11/2023,First Class,GT-14755,Consumer,61107,OFF-BI-10001524,33.568,8,0.8,-53.7088,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
4308,CA-2022-161095,28/06/2022,28/06/2022,Same Day,CS-12250,Corporate,90032,OFF-BI-10001524,33.568,2,0.2,11.7488,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
5330,CA-2022-111941,25/12/2022,28/12/2022,Second Class,BD-11620,Consumer,10035,OFF-BI-10001524,33.568,2,0.2,11.7488,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
6510,CA-2023-102197,20/12/2023,26/12/2023,Standard Class,DK-13150,Corporate,10009,OFF-BI-10001524,50.352,3,0.2,17.6232,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
6701,CA-2023-145429,21/07/2023,25/07/2023,Standard Class,SW-20455,Consumer,92024,OFF-BI-10001524,50.352,3,0.2,17.6232,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
7832,CA-2021-137302,26/04/2021,1/5/21,Standard Class,BW-11110,Corporate,92105,OFF-BI-10001524,50.352,3,0.2,17.6232,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
8080,US-2022-164945,22/11/2022,27/11/2022,Standard Class,CA-12055,Home Office,10009,OFF-BI-10001524,134.272,8,0.2,46.9952,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
8165,CA-2021-168207,2/11/21,6/11/21,Standard Class,LT-17110,Consumer,92105,OFF-BI-10001524,117.488,7,0.2,41.1208,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
9193,CA-2021-141810,2/11/21,7/11/21,Standard Class,BB-10990,Corporate,78207,OFF-BI-10001524,29.372,7,0.8,-46.9952,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
9525,CA-2023-156958,5/12/23,6/12/23,First Class,PB-18805,Home Office,98115,OFF-BI-10001524,83.92,5,0.2,29.372,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
9777,CA-2020-169019,26/07/2020,30/07/2020,Standard Class,LF-17185,Consumer,78207,OFF-BI-10001524,16.784,4,0.8,-26.8544,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
332,US-2022-150147,25/04/2022,29/04/2022,Second Class,JL-15850,Consumer,19134,TEC-PH-10004614,82.8,2,0.4,-20.7,Technology,Phones,AT&T 841000 Phone
772,CA-2023-104220,30/01/2023,5/2/23,Standard Class,BV-11245,Corporate,50315,TEC-PH-10004614,207.0,3,0.0,51.75,Technology,Phones,AT&T 841000 Phone
972,CA-2020-115791,16/01/2020,18/01/2020,Second Class,DL-13315,Consumer,19134,TEC-PH-10004614,124.2,3,0.4,-31.05,Technology,Phones,AT&T 841000 Phone
2441,CA-2022-146934,22/05/2022,27/05/2022,Standard Class,AF-10870,Consumer,7055,TEC-PH-10004614,345.0,5,0.0,86.25,Technology,Phones,AT&T 841000 Phone
5978,CA-2023-116953,24/04/2023,25/04/2023,First Class,SV-20935,Consumer,85204,TEC-PH-10004614,552.0,10,0.2,34.5,Technology,Phones,AT&T 841000 Phone
7200,US-2021-156797,11/8/21,15/08/2021,Standard Class,PO-19180,Home Office,10035,TEC-PH-10004614,138.0,2,0.0,34.5,Technology,Phones,AT&T 841000 Phone
8897,CA-2022-167241,15/08/2022,22/08/2022,Standard Class,BD-11320,Consumer,90004,TEC-PH-10004614,165.6,3,0.2,10.35,Technology,Phones,AT&T 841000 Phone
333,US-2022-150147,25/04/2022,29/04/2022,Second Class,JL-15850,Consumer,19134,OFF-BI-10001153,20.724,2,0.7,-13.816,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers
5562,CA-2023-133263,31/03/2023,2/4/23,Second Class,JE-15610,Corporate,30318,OFF-BI-10001153,34.54,1,0.0,17.27,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers
9177,CA-2022-118178,19/03/2022,24/03/2022,Standard Class,CC-12610,Corporate,37211,OFF-BI-10001153,31.086,3,0.7,-20.724,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers
9953,CA-2021-141593,14/12/2021,16/12/2021,Second Class,DB-12970,Corporate,90045,OFF-BI-10001153,55.264,2,0.2,20.724,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers
334,US-2022-150147,25/04/2022,29/04/2022,Second Class,JL-15850,Consumer,19134,OFF-BI-10001982,4.896,3,0.7,-3.4272,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
373,US-2020-119137,23/07/2020,27/07/2020,Standard Class,AG-10900,Consumer,85705,OFF-BI-10001982,8.16,5,0.7,-5.712,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
701,CA-2021-119291,14/05/2021,17/05/2021,First Class,JO-15550,Home Office,19013,OFF-BI-10001982,4.896,3,0.7,-3.4272,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
5970,CA-2020-141726,20/07/2020,22/07/2020,First Class,CC-12145,Consumer,92105,OFF-BI-10001982,8.704,2,0.2,3.1552,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
7994,US-2021-165743,20/11/2021,23/11/2021,Second Class,MM-18055,Consumer,80013,OFF-BI-10001982,4.896,3,0.7,-3.4272,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
8217,CA-2021-120845,25/09/2021,2/10/21,Standard Class,ML-17395,Corporate,37130,OFF-BI-10001982,3.264,2,0.7,-2.2848,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
8885,CA-2020-107398,25/08/2020,30/08/2020,Standard Class,BS-11590,Corporate,43229,OFF-BI-10001982,6.528,4,0.7,-4.5696,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
335,CA-2021-137946,1/9/21,4/9/21,Second Class,DB-13615,Consumer,90045,OFF-BI-10001922,4.752,1,0.2,1.6038,Office Supplies,Binders,Storex Dura Pro Binders
573,CA-2023-164826,28/12/2023,4/1/24,Standard Class,JF-15415,Consumer,10024,OFF-BI-10001922,33.264,7,0.2,11.2266,Office Supplies,Binders,Storex Dura Pro Binders
2215,CA-2023-129378,1/10/23,2/10/23,First Class,NS-18505,Consumer,95123,OFF-BI-10001922,61.776,13,0.2,20.8494,Office Supplies,Binders,Storex Dura Pro Binders
3025,CA-2021-164441,8/11/21,13/11/2021,Standard Class,AC-10450,Consumer,10011,OFF-BI-10001922,52.272,11,0.2,17.6418,Office Supplies,Binders,Storex Dura Pro Binders
4875,CA-2023-164042,23/05/2023,27/05/2023,Standard Class,KL-16645,Consumer,77095,OFF-BI-10001922,1.188,1,0.8,-1.9602,Office Supplies,Binders,Storex Dura Pro Binders
336,CA-2021-137946,1/9/21,4/9/21,Second Class,DB-13615,Consumer,90045,TEC-CO-10001449,959.984,2,0.2,335.9944,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
1987,CA-2022-147417,25/07/2022,27/07/2022,First Class,CB-12415,Consumer,43229,TEC-CO-10001449,1439.976,4,0.4,191.9968,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
4620,CA-2023-145219,24/12/2023,25/12/2023,First Class,RM-19675,Home Office,90049,TEC-CO-10001449,2879.952,6,0.2,1007.9832,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
5563,CA-2023-133263,31/03/2023,2/4/23,Second Class,JE-15610,Corporate,30318,TEC-CO-10001449,2999.95,5,0.0,1439.976,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
5569,CA-2023-157966,13/03/2023,13/03/2023,Same Day,SU-20665,Home Office,60610,TEC-CO-10001449,959.984,2,0.2,335.9944,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
6902,US-2023-135013,24/07/2023,24/07/2023,Same Day,HR-14830,Corporate,92646,TEC-CO-10001449,2399.96,5,0.2,839.986,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
7667,US-2022-140158,4/10/22,8/10/22,Standard Class,DR-12940,Home Office,2908,TEC-CO-10001449,5399.91,9,0.0,2591.9568,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
